transaction_id,customer_id,transaction_date,amount
TXN_10121,CUST_0030,2023-10-18,190.12
TXN_10122,CUST_0030,2023-03-08,225.53
TXN_10123,CUST_0030,2023-08-08,52.2
TXN_10124,CUST_0030,2023-03-05,145.97
TXN_10125,CUST_0031,2023-10-13,99.21
TXN_10126,CUST_0032,2023-07-21,104.53
TXN_10127,CUST_0032,2023-10-12,208.55
TXN_10128,CUST_0032,2023-08-04,122.89
TXN_10129,CUST_0032,2023-07-28,234.15
TXN_10130,CUST_0033,2023-12-22,175.71
TXN_10131,CUST_0034,2023-12-17,88.27
TXN_10132,CUST_0034,2023-07-25,168.73
TXN_10133,CUST_0034,2023-09-03,93.05
TXN_10134,CUST_0034,2023-12-09,213.54
TXN_10135,CUST_0034,2023-07-23,71.2
TXN_10136,CUST_0034,2023-08-19,196.79
TXN_10137,CUST_0034,2023-07-11,177.93
TXN_10138,CUST_0034,2023-09-07,69.4
TXN_10139,CUST_0034,2023-09-13,235.94
TXN_10140,CUST_0034,2023-07-11,90.12
TXN_10141,CUST_0034,2023-08-11,226.33
TXN_10142,CUST_0035,2023-07-21,112.1
TXN_10143,CUST_0035,2023-09-03,169.67
TXN_10144,CUST_0035,2023-06-28,107.89
TXN_10145,CUST_0035,2023-07-06,51.85
TXN_10146,CUST_0036,2023-04-17,54.53
TXN_10147,CUST_0036,2023-09-29,145.9
TXN_10148,CUST_0036,2023-03-19,133.07
TXN_10149,CUST_0036,2023-07-07,240.16
TXN_10150,CUST_0036,2023-03-18,223.25
TXN_10151,CUST_0037,2023-12-30,89.4
TXN_10152,CUST_0037,2023-12-30,36.47
TXN_10153,CUST_0037,2023-12-30,25.12
TXN_10154,CUST_0037,2023-12-30,108.58
TXN_10155,CUST_0038,2023-06-14,16.89
TXN_10156,CUST_0038,2023-12-17,70.73
TXN_10157,CUST_0038,2023-03-07,195.51
TXN_10158,CUST_0038,2023-05-06,116.94
TXN_10159,CUST_0038,2023-03-25,143.66
TXN_10160,CUST_0038,2023-03-29,226.87
TXN_10161,CUST_0038,2023-03-21,222.82
TXN_10162,CUST_0038,2023-05-19,209.69
TXN_10163,CUST_0038,2023-07-02,178.72
TXN_10164,CUST_0038,2023-04-05,69.97
TXN_10165,CUST_0038,2023-03-20,216.44
TXN_10166,CUST_0038,2023-08-20,118.53
TXN_10167,CUST_0038,2023-03-10,104.83
TXN_10168,CUST_0038,2023-06-03,121.78
TXN_10169,CUST_0039,2023-10-08,169.98
TXN_10170,CUST_0039,2023-10-17,43.29
TXN_10171,CUST_0039,2023-12-22,57.58
TXN_10172,CUST_0039,2023-10-10,67.33
TXN_10173,CUST_0039,2023-09-15,143.42
TXN_10174,CUST_0039,2023-09-22,52.65
TXN_10175,CUST_0039,2023-09-08,113.26
TXN_10176,CUST_0039,2023-10-28,226.02
TXN_10177,CUST_0039,2023-09-04,107.38
TXN_10178,CUST_0039,2023-09-05,18.9
TXN_10179,CUST_0040,2023-11-22,33.05
TXN_10180,CUST_0040,2023-11-20,210.09
TXN_10181,CUST_0040,2023-12-30,86.58
TXN_10182,CUST_0040,2023-11-20,80.77
TXN_10183,CUST_0040,2023-11-20,23.44
TXN_10184,CUST_0041,2023-05-14,149.88
TXN_10185,CUST_0041,2023-06-18,21.73
TXN_10186,CUST_0041,2023-07-18,17.66
TXN_10187,CUST_0041,2023-09-08,87.01
TXN_10188,CUST_0041,2023-05-14,153.26
TXN_10189,CUST_0041,2023-06-19,243.84
TXN_10190,CUST_0041,2023-07-11,79.68
TXN_10191,CUST_0041,2023-08-15,78.8
TXN_10192,CUST_0041,2023-11-09,103.06
TXN_10193,CUST_0041,2023-07-12,26.88
TXN_10194,CUST_0041,2023-06-23,210.61
TXN_10195,CUST_0041,2023-09-15,67.71
TXN_10196,CUST_0042,2023-12-05,233.64
TXN_10197,CUST_0043,2023-06-29,94.3
TXN_10198,CUST_0044,2023-02-17,191.83
TXN_10199,CUST_0044,2023-01-27,130.75
TXN_10200,CUST_0044,2023-03-28,93.58
TXN_10201,CUST_0044,2023-03-19,139.54
TXN_10202,CUST_0044,2023-02-10,149.42
TXN_10203,CUST_0044,2023-07-27,193.64
TXN_10204,CUST_0044,2023-02-09,50.07
TXN_10205,CUST_0044,2023-02-25,99.85
TXN_10206,CUST_0045,2023-11-25,23.15
TXN_10207,CUST_0045,2023-11-30,178.83
TXN_10208,CUST_0045,2023-11-27,165.75
TXN_10209,CUST_0046,2023-11-06,225.49
TXN_10210,CUST_0047,2023-10-08,111.66
TXN_10211,CUST_0048,2023-07-10,209.13
TXN_10212,CUST_0049,2023-11-13,25.64
TXN_10213,CUST_0049,2023-11-29,140.76
TXN_10214,CUST_0049,2023-11-13,23.21
TXN_10215,CUST_0049,2023-12-31,22.06
TXN_10216,CUST_0049,2023-11-21,133.59
TXN_10217,CUST_0050,2023-02-04,97.67
TXN_10218,CUST_0051,2023-11-20,83.02
TXN_10219,CUST_0051,2023-09-24,160.56
TXN_10220,CUST_0051,2023-09-20,115.46
TXN_10221,CUST_0051,2023-09-15,147.59
TXN_10222,CUST_0051,2023-11-15,62.36
TXN_10223,CUST_0051,2023-12-19,176.94
TXN_10224,CUST_0052,2023-09-25,156.75
TXN_10225,CUST_0052,2023-10-16,74.59
TXN_10226,CUST_0052,2023-10-13,130.67
TXN_10227,CUST_0052,2023-09-29,168.24
TXN_10228,CUST_0052,2023-11-11,200.99
TXN_10229,CUST_0052,2023-10-22,135.24
TXN_10230,CUST_0052,2023-09-24,82.64
TXN_10231,CUST_0052,2023-09-25,241.5
TXN_10232,CUST_0053,2023-12-13,224.05
TXN_10233,CUST_0054,2023-06-21,150.21
TXN_10234,CUST_0054,2023-04-21,79.84
TXN_10235,CUST_0055,2023-12-11,236.62
TXN_10236,CUST_0055,2023-12-09,170.37
TXN_10237,CUST_0055,2023-12-14,74.0
TXN_10238,CUST_0055,2023-12-14,64.9
TXN_10239,CUST_0055,2023-12-07,179.83
TXN_10240,CUST_0055,2023-12-07,249.27
TXN_10241,CUST_0055,2023-12-07,154.62
TXN_10242,CUST_0055,2023-12-10,44.7
TXN_10243,CUST_0055,2023-12-06,161.34
TXN_10244,CUST_0055,2023-12-19,212.87
TXN_10245,CUST_0055,2023-12-11,197.7
TXN_10246,CUST_0055,2023-12-15,185.2
TXN_10247,CUST_0055,2023-12-11,163.85
TXN_10248,CUST_0055,2023-12-19,108.5
TXN_10249,CUST_0056,2023-06-19,147.52
TXN_10250,CUST_0056,2023-06-04,31.31
TXN_10251,CUST_0056,2023-04-10,156.21
TXN_10252,CUST_0056,2023-05-09,230.56
TXN_10253,CUST_0056,2023-05-19,48.67
TXN_10254,CUST_0056,2023-07-25,83.94
TXN_10255,CUST_0057,2023-12-07,201.16
TXN_10256,CUST_0057,2023-10-28,174.71
TXN_10257,CUST_0057,2023-12-28,84.52
TXN_10258,CUST_0057,2023-09-21,78.91
TXN_10259,CUST_0057,2023-09-29,170.53
TXN_10260,CUST_0057,2023-10-24,154.46
TXN_10261,CUST_0057,2023-09-21,186.26
TXN_10262,CUST_0057,2023-10-04,171.29
TXN_10263,CUST_0057,2023-10-18,95.54
TXN_10264,CUST_0057,2023-09-25,37.19
TXN_10265,CUST_0057,2023-11-19,230.82
TXN_10266,CUST_0057,2023-10-26,39.31
TXN_10267,CUST_0057,2023-10-08,186.3
TXN_10268,CUST_0057,2023-11-10,42.78
TXN_10269,CUST_0058,2023-06-20,98.8
TXN_10270,CUST_0059,2023-07-25,141.97
TXN_10271,CUST_0060,2023-09-02,226.22
TXN_10272,CUST_0060,2023-06-06,205.88
TXN_10273,CUST_0060,2023-05-06,171.57
TXN_10274,CUST_0060,2023-12-31,68.05
TXN_10275,CUST_0060,2023-05-07,127.81
TXN_10276,CUST_0060,2023-04-05,34.04
TXN_10277,CUST_0060,2023-09-05,244.55
TXN_10278,CUST_0060,2023-05-10,35.6
TXN_10279,CUST_0060,2023-03-28,224.46
TXN_10280,CUST_0060,2023-05-20,90.21
TXN_10281,CUST_0060,2023-05-22,89.8
TXN_10282,CUST_0060,2023-05-24,217.0
TXN_10283,CUST_0061,2023-04-07,188.55
TXN_10284,CUST_0061,2023-06-14,43.1
TXN_10285,CUST_0061,2023-05-19,75.33
TXN_10286,CUST_0061,2023-08-09,115.1
TXN_10287,CUST_0062,2023-12-27,58.86
TXN_10288,CUST_0062,2023-12-26,81.87
TXN_10289,CUST_0062,2023-12-26,160.02
TXN_10290,CUST_0062,2023-12-29,61.12
TXN_10291,CUST_0062,2023-12-26,241.42
TXN_10292,CUST_0062,2023-12-26,127.45
TXN_10293,CUST_0062,2023-12-27,142.22
TXN_10294,CUST_0062,2023-12-26,28.4
TXN_10295,CUST_0062,2023-12-26,152.61
TXN_10296,CUST_0062,2023-12-27,69.93
TXN_10297,CUST_0062,2023-12-27,207.72
TXN_10298,CUST_0062,2023-12-26,132.06
TXN_10299,CUST_0063,2023-02-15,159.2
TXN_10300,CUST_0063,2023-10-05,205.33
TXN_10301,CUST_0063,2023-04-17,186.6
TXN_10302,CUST_0063,2023-02-25,165.63
TXN_10303,CUST_0063,2023-03-18,59.63
TXN_10304,CUST_0064,2023-04-10,229.16
TXN_10305,CUST_0064,2023-02-25,89.21
TXN_10306,CUST_0064,2023-03-01,195.13
TXN_10307,CUST_0064,2023-06-28,92.87
TXN_10308,CUST_0064,2023-06-19,108.05
TXN_10309,CUST_0064,2023-07-19,121.73
TXN_10310,CUST_0064,2023-04-19,234.66
TXN_10311,CUST_0064,2023-03-24,43.31
TXN_10312,CUST_0064,2023-05-25,242.79
TXN_10313,CUST_0064,2023-04-13,29.58
TXN_10314,CUST_0064,2023-04-06,133.89
TXN_10315,CUST_0064,2023-03-13,169.65
TXN_10316,CUST_0064,2023-12-31,121.16
TXN_10317,CUST_0065,2023-05-30,42.06
TXN_10318,CUST_0066,2023-09-17,159.29
TXN_10319,CUST_0066,2023-10-20,122.5
TXN_10320,CUST_0066,2023-10-04,122.02
TXN_10321,CUST_0066,2023-10-05,186.67
TXN_10322,CUST_0067,2023-11-10,57.42
TXN_10323,CUST_0068,2023-08-22,41.13
TXN_10324,CUST_0069,2023-08-12,107.06
TXN_10325,CUST_0069,2023-08-14,187.58
TXN_10326,CUST_0070,2023-02-19,144.81
TXN_10327,CUST_0071,2023-06-18,42.37
TXN_10328,CUST_0071,2023-06-30,84.43
TXN_10329,CUST_0071,2023-08-01,174.42
TXN_10330,CUST_0071,2023-08-10,49.86
TXN_10331,CUST_0071,2023-06-23,221.51
TXN_10332,CUST_0071,2023-08-05,219.44
TXN_10333,CUST_0071,2023-07-12,159.38
TXN_10334,CUST_0071,2023-07-31,89.99
TXN_10335,CUST_0071,2023-07-23,133.09
TXN_10336,CUST_0071,2023-06-26,89.03
TXN_10337,CUST_0072,2023-10-24,199.12
TXN_10338,CUST_0072,2023-08-07,236.11
TXN_10339,CUST_0072,2023-07-28,220.66
TXN_10340,CUST_0072,2023-12-31,56.63
TXN_10341,CUST_0072,2023-09-28,24.47
TXN_10342,CUST_0072,2023-08-18,136.33
TXN_10343,CUST_0072,2023-09-06,234.95
TXN_10344,CUST_0072,2023-09-19,128.1
TXN_10345,CUST_0072,2023-10-19,238.38
TXN_10346,CUST_0072,2023-07-22,245.89
TXN_10347,CUST_0072,2023-07-25,206.38
TXN_10348,CUST_0072,2023-08-07,46.06
TXN_10349,CUST_0072,2023-08-21,166.33
TXN_10350,CUST_0073,2023-09-28,155.87
TXN_10351,CUST_0074,2023-12-23,227.8
TXN_10352,CUST_0074,2023-12-25,61.27
TXN_10353,CUST_0074,2023-12-19,61.86
TXN_10354,CUST_0074,2023-12-18,133.33
TXN_10355,CUST_0074,2023-12-17,66.27
TXN_10356,CUST_0074,2023-12-29,124.54
TXN_10357,CUST_0074,2023-12-19,18.42
TXN_10358,CUST_0074,2023-12-18,218.58
TXN_10359,CUST_0074,2023-12-17,112.55
TXN_10360,CUST_0074,2023-12-17,127.41
TXN_10361,CUST_0074,2023-12-17,207.61
TXN_10362,CUST_0074,2023-12-25,200.12
TXN_10363,CUST_0074,2023-12-18,211.75
TXN_10364,CUST_0075,2023-11-01,118.83
TXN_10365,CUST_0075,2023-11-03,58.35
TXN_10366,CUST_0075,2023-11-04,105.88
TXN_10367,CUST_0075,2023-11-01,108.48
TXN_10368,CUST_0075,2023-11-14,128.57
TXN_10369,CUST_0075,2023-11-09,212.2
TXN_10370,CUST_0075,2023-11-03,133.84
TXN_10371,CUST_0075,2023-11-01,31.72
TXN_10372,CUST_0075,2023-11-17,148.01
TXN_10373,CUST_0075,2023-12-12,146.1
TXN_10374,CUST_0075,2023-12-31,26.44
TXN_10375,CUST_0076,2023-09-29,58.54
TXN_10376,CUST_0077,2023-09-02,92.64
TXN_10377,CUST_0077,2023-09-16,121.76
TXN_10378,CUST_0077,2023-09-02,235.18
TXN_10379,CUST_0077,2023-12-31,202.17
TXN_10380,CUST_0077,2023-10-12,174.93
TXN_10381,CUST_0077,2023-08-12,28.89
TXN_10382,CUST_0078,2023-12-30,48.5
TXN_10383,CUST_0078,2023-09-27,145.36
TXN_10384,CUST_0078,2023-09-12,15.98
TXN_10385,CUST_0078,2023-10-20,165.83
TXN_10386,CUST_0078,2023-09-28,130.07
TXN_10387,CUST_0078,2023-09-29,20.64
TXN_10388,CUST_0079,2023-07-20,38.13
TXN_10389,CUST_0080,2023-11-10,241.34
TXN_10390,CUST_0080,2023-10-25,130.25
TXN_10391,CUST_0080,2023-10-27,26.98
TXN_10392,CUST_0080,2023-11-14,63.83
TXN_10393,CUST_0080,2023-11-12,41.41
TXN_10394,CUST_0080,2023-11-01,198.68
TXN_10395,CUST_0080,2023-11-05,162.52
TXN_10396,CUST_0080,2023-11-15,213.28
TXN_10397,CUST_0080,2023-11-01,176.51
TXN_10398,CUST_0081,2023-08-13,108.84
TXN_10399,CUST_0081,2023-08-27,244.88
TXN_10400,CUST_0081,2023-08-11,202.8
TXN_10401,CUST_0081,2023-08-21,186.75
TXN_10402,CUST_0081,2023-08-28,150.91
TXN_10403,CUST_0081,2023-10-30,203.98
TXN_10404,CUST_0081,2023-11-10,29.01
TXN_10405,CUST_0081,2023-09-29,47.9
TXN_10406,CUST_0081,2023-08-28,143.92
TXN_10407,CUST_0081,2023-08-27,137.11
TXN_10408,CUST_0081,2023-12-31,46.78
TXN_10409,CUST_0081,2023-09-27,108.06
TXN_10410,CUST_0081,2023-08-08,52.3
TXN_10411,CUST_0081,2023-12-30,221.71
TXN_10412,CUST_0082,2023-08-23,98.28
TXN_10413,CUST_0082,2023-08-14,186.76
TXN_10414,CUST_0082,2023-09-28,153.42
TXN_10415,CUST_0082,2023-12-20,97.22
TXN_10416,CUST_0082,2023-08-10,169.14
TXN_10417,CUST_0082,2023-08-07,89.03
TXN_10418,CUST_0082,2023-08-09,31.25
TXN_10419,CUST_0082,2023-10-26,74.82
TXN_10420,CUST_0082,2023-08-29,25.18
TXN_10421,CUST_0082,2023-09-27,92.68
TXN_10422,CUST_0083,2023-10-31,187.73
TXN_10423,CUST_0083,2023-10-04,129.72
TXN_10424,CUST_0083,2023-08-31,76.41
TXN_10425,CUST_0083,2023-09-17,155.84
TXN_10426,CUST_0083,2023-09-24,82.72
TXN_10427,CUST_0083,2023-08-25,131.62
TXN_10428,CUST_0083,2023-09-08,187.63
TXN_10429,CUST_0083,2023-08-26,152.43
TXN_10430,CUST_0083,2023-12-24,55.99
TXN_10431,CUST_0083,2023-09-21,36.48
TXN_10432,CUST_0084,2023-12-08,44.46
TXN_10433,CUST_0084,2023-12-06,165.89
TXN_10434,CUST_0085,2023-05-03,43.6
TXN_10435,CUST_0086,2023-11-03,204.97
TXN_10436,CUST_0086,2023-11-02,84.5
TXN_10437,CUST_0086,2023-10-15,91.94
TXN_10438,CUST_0087,2023-08-14,200.81
TXN_10439,CUST_0088,2023-09-30,154.6
TXN_10440,CUST_0089,2023-09-01,34.17
TXN_10441,CUST_0089,2023-07-12,55.38
TXN_10442,CUST_0089,2023-08-19,65.29
TXN_10443,CUST_0089,2023-07-26,109.07
TXN_10444,CUST_0089,2023-10-13,18.26
TXN_10445,CUST_0089,2023-09-06,172.19
TXN_10446,CUST_0089,2023-10-09,234.2
TXN_10447,CUST_0090,2023-02-28,223.25
TXN_10448,CUST_0091,2023-09-28,223.19
TXN_10449,CUST_0091,2023-10-01,19.45
TXN_10450,CUST_0091,2023-09-06,63.97
TXN_10451,CUST_0091,2023-06-15,165.04
TXN_10452,CUST_0091,2023-07-02,28.42
TXN_10453,CUST_0092,2023-01-15,227.26
TXN_10454,CUST_0093,2023-11-02,112.82
TXN_10455,CUST_0094,2023-11-03,24.47
TXN_10456,CUST_0095,2023-12-14,64.28
TXN_10457,CUST_0095,2023-12-31,166.72
TXN_10458,CUST_0095,2023-12-29,86.3
TXN_10459,CUST_0095,2023-12-21,194.98
TXN_10460,CUST_0095,2023-12-18,241.93
TXN_10461,CUST_0095,2023-12-14,45.72
TXN_10462,CUST_0095,2023-12-18,186.39
TXN_10463,CUST_0096,2023-12-09,101.24
TXN_10464,CUST_0096,2023-11-25,63.55
TXN_10465,CUST_0096,2023-11-27,164.48
TXN_10466,CUST_0096,2023-11-29,16.6
TXN_10467,CUST_0096,2023-12-02,231.56
TXN_10468,CUST_0096,2023-12-14,208.92
TXN_10469,CUST_0096,2023-12-13,91.08
TXN_10470,CUST_0096,2023-12-11,48.64
TXN_10471,CUST_0096,2023-12-06,165.77
TXN_10472,CUST_0096,2023-11-23,200.17
TXN_10473,CUST_0096,2023-12-22,77.84
TXN_10474,CUST_0097,2023-02-23,205.07
TXN_10475,CUST_0097,2023-09-13,86.08
TXN_10476,CUST_0097,2023-08-29,216.45
TXN_10477,CUST_0098,2023-12-26,37.91
TXN_10478,CUST_0098,2023-12-23,92.12
TXN_10479,CUST_0098,2023-12-10,172.3
TXN_10480,CUST_0098,2023-12-11,72.24
TXN_10481,CUST_0098,2023-12-12,29.97
TXN_10482,CUST_0098,2023-12-11,16.21
TXN_10483,CUST_0098,2023-12-14,34.8
TXN_10484,CUST_0098,2023-12-18,70.37
TXN_10485,CUST_0098,2023-12-30,219.74
TXN_10486,CUST_0098,2023-12-12,199.06
TXN_10487,CUST_0099,2023-08-13,189.36
TXN_10488,CUST_0099,2023-08-06,74.29
TXN_10489,CUST_0099,2023-10-18,54.68
TXN_10490,CUST_0099,2023-05-13,183.6
TXN_10491,CUST_0099,2023-06-28,214.54
TXN_10492,CUST_0099,2023-06-16,54.55
TXN_10493,CUST_0099,2023-09-28,143.99
TXN_10494,CUST_0099,2023-05-25,184.29
TXN_10495,CUST_0099,2023-07-04,157.01
TXN_10496,CUST_0099,2023-06-26,209.75
TXN_10497,CUST_0099,2023-09-25,181.71
TXN_10498,CUST_0099,2023-05-17,212.13
TXN_10499,CUST_0099,2023-08-04,178.8
TXN_10500,CUST_0099,2023-06-13,221.63
TXN_10501,CUST_0100,2023-07-27,86.98
TXN_10502,CUST_0100,2023-06-15,31.67
TXN_10503,CUST_0100,2023-06-17,217.69
TXN_10504,CUST_0100,2023-06-05,178.37
TXN_10505,CUST_0100,2023-07-30,217.92
TXN_10506,CUST_0100,2023-05-26,244.73
TXN_10507,CUST_0100,2023-07-21,248.94
TXN_10508,CUST_0100,2023-11-17,67.06
TXN_10509,CUST_0101,2023-04-02,138.98
TXN_10510,CUST_0102,2023-06-01,123.71
TXN_10511,CUST_0103,2023-04-03,112.73
TXN_10512,CUST_0104,2023-07-16,126.39
TXN_10513,CUST_0105,2023-11-07,112.56
TXN_10514,CUST_0105,2023-10-29,199.49
TXN_10515,CUST_0105,2023-10-21,207.76
TXN_10516,CUST_0105,2023-11-11,113.46
TXN_10517,CUST_0105,2023-10-31,75.31
TXN_10518,CUST_0105,2023-11-20,135.53
TXN_10519,CUST_0105,2023-10-25,155.07
TXN_10520,CUST_0105,2023-12-31,117.29
TXN_10521,CUST_0105,2023-12-19,96.08
TXN_10522,CUST_0105,2023-10-17,63.0
TXN_10523,CUST_0106,2023-09-21,145.15
TXN_10524,CUST_0106,2023-10-12,81.13
TXN_10525,CUST_0106,2023-11-16,191.92
TXN_10526,CUST_0106,2023-11-02,220.91
TXN_10527,CUST_0106,2023-11-01,69.48
TXN_10528,CUST_0106,2023-10-30,87.31
TXN_10529,CUST_0106,2023-09-27,32.16
TXN_10530,CUST_0106,2023-11-04,182.09
TXN_10531,CUST_0106,2023-09-27,191.1
TXN_10532,CUST_0106,2023-12-13,40.39
TXN_10533,CUST_0107,2023-10-19,79.51
TXN_10534,CUST_0108,2023-08-04,95.19
TXN_10535,CUST_0108,2023-04-14,173.76
TXN_10536,CUST_0108,2023-04-27,217.44
TXN_10537,CUST_0108,2023-09-15,17.33
TXN_10538,CUST_0108,2023-07-22,123.27
TXN_10539,CUST_0108,2023-12-31,128.56
TXN_10540,CUST_0108,2023-12-31,192.32
TXN_10541,CUST_0108,2023-03-12,141.52
TXN_10542,CUST_0108,2023-12-31,216.52
TXN_10543,CUST_0109,2023-06-14,96.21
TXN_10544,CUST_0110,2023-06-23,70.17
TXN_10545,CUST_0111,2023-10-24,15.14
TXN_10546,CUST_0111,2023-08-09,71.67
TXN_10547,CUST_0111,2023-08-03,31.02
TXN_10548,CUST_0111,2023-07-31,145.55
TXN_10549,CUST_0111,2023-08-07,113.09
TXN_10550,CUST_0112,2023-12-19,227.75
TXN_10551,CUST_0113,2023-10-19,212.4
TXN_10552,CUST_0113,2023-10-08,181.59
TXN_10553,CUST_0113,2023-12-31,88.94
TXN_10554,CUST_0113,2023-10-31,213.41
TXN_10555,CUST_0113,2023-12-14,183.71
TXN_10556,CUST_0113,2023-10-05,91.68
TXN_10557,CUST_0113,2023-09-25,193.81
